osm_way_id,building_type,building_classification ,shape_Area,perimeter,CENTROID_X,CENTROID_Y,PNT_COUNT,Building_H,fractal_dimensions ,height_area,volume
510859346,Industrial,Industrial,769.4048552,126.4731263,497539.5591,7667205.526,11,3.836942673,6.083544209,0.004986897,2022994.781
510859350,Industrial,Industrial,173.689103,55.03531211,497537.1903,7667174.107,5,3.421991348,3.155957445,0.019701819,166695.6631
510859351,Industrial,Industrial,80.54247192,36.83661418,497508.6715,7667241.72,5,1.640489578,2.18647869,0.020368006,49984.9332
510859352,Industrial,Industrial,71.93665813,36.02701899,497510.822,7667251.205,5,0.230737686,1.996741894,0.003207512,46761.12871
510859353,Commercial,Commercial,421.3870029,100.7570766,497497.9532,7667269.565,5,0.505256653,4.182207514,0.001199032,1022884.681
510859354,Industrial,Industrial,520.9437641,147.9075475,497510.8742,7667289.446,13,1.431955338,3.522090475,0.002748771,3235720.554
510859364,Multi-Unit Residential,Residential,712.7515107,137.1940426,497870.0994,7667280.382,5,6.045750618,5.195207441,0.00848227,2582294.436
510859368,Industrial,Industrial,165.4477046,56.6628449,497810.1125,7667281.251,5,0.981971741,2.919862299,0.005935239,181926.1491
510859371,Commercial,Commercial,220.7052168,59.4598934,497853.0272,7667248.598,5,2.654628754,3.711833375,0.012027938,210219.1999
510859374,Single-Unit Residential,Residential,90.60750312,38.51760325,497866.8177,7667236.177,5,2.73072052,2.352366074,0.030137907,57144.93803
510859375,Industrial,Industrial,514.3256384,142.4189952,497836.5226,7667226.006,9,6.360692024,3.611355617,0.012367052,2888708.721
510859378,Commercial,Commercial,204.0536262,59.90627472,497900.5661,7667292.347,5,1.756069183,3.406214577,0.00860592,214989.3474
510859379,Industrial,Industrial,267.356705,70.04747383,497779.8851,7667126.288,7,7.950508118,3.81679296,0.029737456,343698.3387
510859380,Garage,Industrial,190.1309128,58.04763575,497786.1308,7667140.601,5,4.193399429,3.275429057,0.022055327,195593.1349
510859381,Industrial,Industrial,135.229151,50.74878872,497801.6514,7667157.444,9,3.515039444,2.664677411,0.025993208,130700.4379
510859382,Single-Unit Residential,Residential,73.2318399,34.53662603,497819.1661,7667186.401,5,1.977489471,2.120410947,0.027003138,41194.54629
510859384,Single-Unit Residential,Residential,31.3712221,22.40769363,497830.8828,7667176.837,5,3.381263733,1.400020128,0.10778234,11251.00904
510859385,Commercial,Commercial,622.8777881,127.6506835,497954.84,7667500.976,13,4.881677628,4.87954918,0.007837296,2080029.21
510859386,Single-Unit Residential,Residential,231.1686531,65.84414307,497973.1005,7667429.933,7,2.739191055,3.510846103,0.011849319,285464.0676
510859387,Multi-Unit Residential,Residential,569.2779592,109.5887252,498011.9337,7667410.957,5,2.812603951,5.19467635,0.004940651,1316126.475
510859388,Commercial,Commercial,533.5133731,108.0217036,498055.7756,7667409.568,5,6.351726532,4.938946112,0.011905468,1260471.605
510859389,Multi-Unit Residential,Residential,633.018736,121.9200745,498059.2611,7667371.595,7,4.838740349,5.192079638,0.007643913,1812281.503
510859390,Multi-Unit Residential,Residential,309.4074419,72.47352988,497696.0869,7667669.828,5,9.531189919,4.269247577,0.030804656,380660.8767
510859391,Unknown,Residential,74.00695709,41.69961629,497713.3822,7667664.046,7,1.892033577,1.774763503,0.025565618,72509.71135
510859392,Single-Unit Residential,Residential,208.2808174,58.75502243,497735.7838,7667674.929,5,3.944818497,3.544902355,0.018939903,202831.3071
510859394,Unknown,Unknown,27.55953797,21.01087053,497790.3822,7667622.943,5,1.800017357,1.311679967,0.065313771,9275.389155
510859396,Single-Unit Residential,Residential,155.8830652,51.04355031,497921.2642,7667594.916,5,1.186821938,3.053922862,0.00761354,132991.1133
510859397,Single-Unit Residential,Residential,157.0588679,53.26885243,497913.4481,7667572.498,7,1.441862106,2.94841846,0.009180393,151154.1317
510859398,Single-Unit Residential,Residential,139.8116232,50.94228377,497904.3928,7667549.149,7,1.042881012,2.744510313,0.007459187,132201.1497
510859399,Multi-Unit Residential,Residential,412.5375325,87.79923513,497988.0804,7667462.563,13,4.596274376,4.698646086,0.01114147,676818.4634
510859400,Single-Unit Residential,Residential,84.34541915,37.13552781,497983.6846,7667508.827,5,2.751413345,2.271286396,0.03262078,51211.65404
510859401,Single-Unit Residential,Residential,28.15958154,22.27876479,497973.2665,7667530.029,5,0.009430885,1.263965117,0.000334909,11057.91698
510859402,Single-Unit Residential,Residential,85.83383832,37.89263903,498017.2611,7667477.274,5,1.404912949,2.26518502,0.016367822,54408.22506
510859403,Single-Unit Residential,Residential,63.88427857,33.01366408,498010.2835,7667499.294,5,2.46512413,1.935085982,0.038587336,35981.65902
510859405,Single-Unit Residential,Residential,68.81248301,33.37616957,498274.8699,7667513.333,5,1.250774384,2.061724994,0.018176562,37180.00808
510859406,Industrial,Industrial,127.337074,47.04648833,498308.4436,7667520.715,5,4.339584351,2.70662229,0.034079504,104131.383
510859407,Industrial,Industrial,196.267216,68.70485198,498317.9149,7667461.005,7,8.007247925,2.856671842,0.040797684,324311.4073
510859408,Industrial,Industrial,348.4801957,79.05681054,498333.6742,7667454.743,6,8.310680389,4.407971854,0.023848358,494103.4289
510859409,Commercial,Commercial,749.6264402,127.6298611,498356.0983,7667454.742,11,7.707937241,5.873440855,0.010282371,2079011.489
510859411,Multi-Unit Residential,Residential,174.2841643,54.05422338,498259.9583,7667450.198,5,1.232952118,3.22424694,0.007074378,157938.8226
510859412,Single-Unit Residential,Residential,96.35734636,39.27410589,498265.5736,7667408.697,5,5.711250305,2.453457416,0.059271561,60578.55645
510859413,Single-Unit Residential,Residential,169.0229359,53.13915112,498266.0113,7667384.516,5,8.563598633,3.180760934,0.050665305,150052.7079
510859414,Single-Unit Residential,Residential,228.9945235,60.53486898,498268.0215,7667364.18,5,9.136526108,3.782853212,0.039898448,221828.2332
510859415,Commercial,Commercial,192.3206945,59.61686486,498225.4386,7667365.808,7,2.584283829,3.225944454,0.013437367,211888.5069
510867731,Garage,Residential,1067.66285,181.0588396,497920.939,7667186.075,9,7.08082962,5.896772854,0.006632084,5935525.811
510867732,Multi-Unit Residential,Residential,503.3430407,113.344583,497888.1818,7667163.771,5,9.719898224,4.440821319,0.019310684,1456137.235
510867733,Industrial,Industrial,544.7927429,128.0565595,497948.085,7667251.527,9,5.296285629,4.254313445,0.009721652,2099933.241
510870448,Industrial,Industrial,1410.392198,159.3102503,495039.9681,7666306.07,5,11.67355454,8.853116452,0.008276814,4043255.255
510870449,Industrial,Industrial,778.9290107,111.7521518,495012.4282,7666286.06,5,10.74239159,6.970147764,0.013791233,1395621.6
510870450,Commercial,Commercial,827.4150773,129.735658,495227.065,7666301.996,7,4.430591583,6.377699781,0.005354739,2183625.092
510870451,Industrial,Industrial,368.5050389,77.18327362,495285.3459,7666250.705,5,5.581989288,4.774415772,0.015147661,459800.6532
510870452,Industrial,Industrial,548.1014566,94.77264158,495370.9745,7666417.623,5,7.761704445,5.783329952,0.014161072,851233.9912
510870453,Industrial,Industrial,512.9298124,94.81995727,495416.8146,7666467.475,5,1.306986809,5.409513221,0.002548081,852509.5756
510870454,Industrial,Industrial,240.8620225,65.825212,495444.6447,7666507.828,5,4.293651581,3.659115028,0.017826188,285217.9142
510870455,Industrial,Industrial,565.7844298,84.71197908,496257.2908,7665894.335,20,14.87974453,6.678918802,0.026299318,607903.2765
510870456,Industrial,Industrial,552.4315217,83.70305762,496273.62,7665861.571,20,13.60255337,6.599896556,0.024623058,586440.5176
510870457,Industrial,Industrial,196.5149648,49.92254351,496302.2526,7665875.756,20,10.23272324,3.936397286,0.052070962,124419.9758
510870458,Industrial,Industrial,211.9079649,51.84069335,496325.1882,7665886.248,20,11.31155777,4.087676132,0.053379578,139319.6595
510870459,Industrial,Industrial,189.4907681,49.02261755,496320.5475,7665925.65,20,11.52094173,3.865374342,0.060799488,117811.9895
510875757,Industrial,Industrial,76.36687384,37.19899236,498819.0913,7668025.534,5,3.040531158,2.052928561,0.039814791,51474.66487
510875759,Industrial,Industrial,22.97959394,19.35082405,498745.0212,7667887.961,5,3.075557709,1.187525341,0.133838645,7246.001048
510875760,Industrial,Industrial,31.01985468,22.84766528,498656.5527,7667714.01,5,4.581954956,1.357681597,0.147710394,11926.84247
510875761,Industrial,Industrial,38.66351359,25.57309857,499075.9626,7668003.522,5,2.119802475,1.511882242,0.054826949,16724.3812
510875762,Industrial,Industrial,61.54542845,33.3209536,499153.0948,7668053.015,5,2.10398674,1.847048833,0.034185914,36995.78659
510875765,Industrial,Industrial,24.41664033,20.25304081,499741.4904,7668385.122,5,2.700883865,1.205578982,0.110616523,8307.50695
510875766,Industrial,Industrial,33.60539261,23.36624232,499446.1365,7668032.067,5,2.630596161,1.438202692,0.078278989,12757.5309
510875767,Industrial,Industrial,22.58947218,19.23338902,499475.8975,7668005.83,5,4.103502274,1.174492553,0.181655518,7114.877838
510875769,Industrial,Industrial,61.72834877,31.99640216,498572.4969,7666129.125,5,2.730495453,1.929227807,0.04423406,32756.94867
510875770,Industrial,Industrial,15.58507144,16.00827018,498577.1009,7666044.547,5,2.264562607,0.973563743,0.145303319,4102.354778
510875771,Single-Unit Residential,Residential,11.60929129,13.78492501,498593.7889,7666041.454,5,1.329580307,0.842172974,0.114527259,2619.46876
510875772,Single-Unit Residential,Residential,22.48717973,19.57518329,499867.6639,7665381.712,5,2.290433884,1.1487596,0.101855098,7500.97144
510875774,Garage,Residential,19.84747239,18.04559962,495009.9005,7664988.809,5,3.087373734,1.099851089,0.155555008,5876.435205
510875775,Garage,Residential,15.34565158,15.84599205,493133.6542,7665942.125,5,1.881669998,0.968424794,0.122619101,3978.856724
510876996,Single-Unit Residential,Residential,55.12741133,31.04663245,496300.7674,7661551.669,5,1.607652664,1.775632556,0.029162492,29925.6437
510876997,Garage,Residential,50.38846622,29.2650158,496271.5381,7661509.317,5,4.105834961,1.721798702,0.081483626,25063.76379
511100265,Single-Unit Residential,Residential,131.7817329,46.96055479,497951.4587,7667568.386,5,3.345087051,2.806221806,0.025383541,103561.8159
511100266,Single-Unit Residential,Residential,130.7203697,46.46613328,497971.167,7667555.715,5,3.440340996,2.813239676,0.026318324,100325.1
511100267,Single-Unit Residential,Residential,138.0966594,47.92474477,497991.4863,7667542.86,5,3.287276268,2.881531453,0.023804169,110072.651
511100268,Single-Unit Residential,Residential,148.3370005,49.39085826,498012.2678,7667534.062,5,3.01031971,3.003329072,0.020293788,120486.869
511100269,Single-Unit Residential,Residential,131.7842357,46.50704426,498041.3047,7667531.429,5,2.663453102,2.833640317,0.020210711,100590.3263
511100270,Single-Unit Residential,Residential,98.28992409,39.82500335,497960.5513,7667610.42,5,1.406446457,2.468045595,0.014309162,63163.68559
511100271,Single-Unit Residential,Residential,92.80517537,38.94501907,497976.8374,7667598.729,5,1.679358482,2.382979328,0.018095526,59068.47555
511100272,Single-Unit Residential,Residential,99.06119247,40.22638726,497992.5039,7667586.449,5,2.197027206,2.462592324,0.022178485,65092.82058
511100273,Single-Unit Residential,Residential,101.2573747,40.82949527,498008.2137,7667574.765,5,1.658494949,2.480005546,0.016379004,68064.71554
511100274,Single-Unit Residential,Residential,121.0973328,44.14483905,498034.7154,7667563.844,5,0.863861084,2.743182112,0.00713361,86027.99736
511100275,Garage,Residential,62.13592805,31.62934174,497964.1267,7667645.418,5,0.876047134,1.964502725,0.014098882,31642.47611
511100276,Single-Unit Residential,Residential,94.45150296,39.4819361,497978.3973,7667642.736,5,0.519381523,2.392271309,0.005498923,61545.36105
511100277,Single-Unit Residential,Residential,96.46364733,39.45263445,497993.712,7667631.545,5,1.213169098,2.445049581,0.012576438,61408.43444
511100278,Single-Unit Residential,Residential,84.99772833,37.19364422,498010.7703,7667620.581,5,1.35016346,2.28527562,0.015884701,51452.46635
511100279,Single-Unit Residential,Residential,96.9552325,39.64689455,498027.7013,7667609.255,5,1.201292038,2.445468519,0.012390172,62320.01183
511100280,Single-Unit Residential,Residential,112.8575615,42.7774493,498060.2915,7667573.959,5,1.755617142,2.638248968,0.015556044,78278.88949
511100281,Single-Unit Residential,Residential,139.2218068,51.56355054,498044.2647,7667597.104,7,1.165416718,2.700004272,0.008370935,137097.155
511100282,Single-Unit Residential,Residential,127.1063982,46.29561654,498070.8536,7667539.615,5,2.311637878,2.745538513,0.018186637,99224.65935
511100283,Single-Unit Residential,Residential,138.4213699,47.59625894,498069.4981,7667519.465,5,1.208515167,2.908240542,0.008730698,107824.749
511100284,Single-Unit Residential,Residential,110.0158226,42.80266297,498064.6827,7667500.713,5,1.298723221,2.570303223,0.011804877,78417.38733
511100285,Single-Unit Residential,Residential,150.4524251,49.84660298,498055.3791,7667481.366,5,1.052351952,3.018308493,0.006994583,123853.0483
511100288,Multi-Unit Residential,Residential,312.0824272,102.9228515,498127.9431,7667191.228,13,11.07714844,3.032197637,0.035494304,1090273.434
511100289,Multi-Unit Residential,Residential,149.1667483,50.06848796,498161.0019,7667230.887,5,7.219806671,2.979254106,0.048400912,125514.3636
511100290,Commercial,Commercial,559.3991265,142.83826,498083.4913,7667242.088,11,9.566818237,3.916311544,0.017101954,2914295.953
511100291,Multi-Unit Residential,Residential,560.2030899,127.2937455,498092.5468,7667320.156,9,6.1109972,4.400868934,0.010908539,2062629.362
511100292,Commercial,Commercial,185.4721662,58.72626022,498044.8528,7667330.471,5,2.84894371,3.158249231,0.015360492,202533.5781
511100293,Multi-Unit Residential,Residential,328.5592609,82.00803495,498128.5424,7667306.639,5,6.097312927,4.006427676,0.018557727,551530.0969
511100294,Single-Unit Residential,Residential,147.1556637,54.7999695,498108.1611,7667398.759,7,3.910896301,2.685323825,0.026576594,164566.3172
511100295,Single-Unit Residential,Residential,179.358968,55.64256203,498130.7824,7667395.066,5,4.548157692,3.223413184,0.025357849,172274.6419
511100296,Single-Unit Residential,Residential,132.4903286,49.56182949,498099.4843,7667364.204,7,2.089524269,2.67323321,0.015771146,121742.4361
511100300,Single-Unit Residential,Residential,176.9505073,54.2998799,498152.906,7667396.53,5,4.042951584,3.258764248,0.022847923,160101.9447
511100301,Single-Unit Residential,Residential,153.2482145,51.10682753,498174.1926,7667396.343,5,2.883203506,2.99858594,0.018813945,133486.3225
511100302,Single-Unit Residential,Residential,128.5736034,45.43989216,498197.3581,7667398.313,5,3.062456131,2.829531438,0.0238187,93823.55321
511100303,Commercial,Commercial,132.9457105,60.29809021,498203.1467,7667372.591,7,2.627399445,2.204807981,0.01976295,219235.3952
511100304,Single-Unit Residential,Residential,126.9287875,48.41233219,498226.0488,7667403.16,7,2.012943268,2.621827574,0.01585884,113466.5928
511100306,Garage,Residential,21.1211869,18.38826629,498278.193,7667407.813,5,5.81757164,1.148623071,0.275437724,6217.593902
511100307,Single-Unit Residential,Residential,133.4863142,47.29101994,497853.7854,7667094.268,5,6.294584274,2.822656699,0.047155278,105763.5555
511100308,Single-Unit Residential,Residential,114.6995147,43.18203336,497876.1945,7667096.905,5,5.63684082,2.656186053,0.049144417,80521.01963
511100309,Single-Unit Residential,Residential,95.68945544,39.13653281,497900.0283,7667092.669,5,4.510736465,2.445016167,0.047139326,59944.18279
511100310,Single-Unit Residential,Residential,115.9106517,51.55710919,497934.9229,7667085.717,9,5.199285507,2.248199202,0.044855977,137045.7826
511100311,Single-Unit Residential,Residential,156.3183337,50.16566927,497932.5169,7667119.237,5,5.664815903,3.116042027,0.036238973,126246.641
511100312,Garage,Residential,44.02661237,26.83121872,497813.1093,7667106.723,5,4.746889114,1.640872628,0.107818632,19316.17799
511100313,Single-Unit Residential,Residential,117.7529068,44.2612344,497809.1249,7667093.686,5,5.889129639,2.660407203,0.050012605,86710.27533
511100316,Single-Unit Residential,Residential,117.005493,43.6108959,497961.9372,7667097.048,5,4.247936249,2.682941741,0.036305443,82944.00952
511100317,Single-Unit Residential,Residential,139.3066614,49.0828765,497982.4393,7667106.374,5,4.833250046,2.838192693,0.034695039,118246.9696
511100318,Garage,Residential,27.72754544,21.25932552,497943.4409,7667126.164,5,1.635190964,1.304253299,0.05897352,9608.341829
511100319,Single-Unit Residential,Residential,202.1287455,65.84900255,497970.1568,7667133.06,7,2.345666885,3.069579457,0.011604816,285527.2763
511100320,Single-Unit Residential,Residential,150.2712888,51.69400967,497998.7828,7667146.196,7,2.924184799,2.90693815,0.019459371,138140.384
511100321,Single-Unit Residential,Residential,103.4771491,40.81025737,498023.0437,7667152.884,5,5.660751343,2.535567178,0.054705328,67968.54934
511100322,Single-Unit Residential,Residential,210.1076253,61.5664483,498031.5884,7667133.442,8,6.191133499,3.412696868,0.029466486,233363.1621
511100324,Single-Unit Residential,Residential,170.6643039,62.33165377,498009.4728,7667120.412,11,5.895399094,2.738003785,0.034543832,242173.1267
511100325,Single-Unit Residential,Residential,125.2577586,45.13120341,497971.6172,7667173.445,5,1.508644104,2.775413663,0.012044317,91924.38691
511100327,Single-Unit Residential,Residential,152.0932922,49.65725285,498010.9041,7667196.138,5,4.889709473,3.062861586,0.032149409,122446.9774
511100328,Single-Unit Residential,Residential,122.7880478,49.01678477,497957.169,7667200.687,7,0.240335465,2.505020442,0.00195732,117769.9421
511100331,Single-Unit Residential,Residential,113.6902319,47.11869614,497953.07,7667284.815,9,2.544025421,2.412847578,0.022376816,104611.5875
511100332,Single-Unit Residential,Residential,110.7988095,42.3805673,497980.3141,7667278.131,5,0.738506317,2.614377687,0.006665291,76120.26603
511100333,Single-Unit Residential,Residential,96.4001019,39.29686614,497997.9666,7667265.286,5,0.751047134,2.453124418,0.007790937,60683.93753
511100335,Single-Unit Residential,Residential,141.6338912,47.66188103,498023.4515,7667262.062,5,0.468252182,2.971638722,0.003306074,108271.3457
511100336,Single-Unit Residential,Residential,121.7497843,44.39847821,498049.3597,7667211.355,5,4.427007675,2.742206247,0.036361524,87519.38434
511100337,Single-Unit Residential,Residential,77.93845047,35.42416983,498049.0759,7667190.17,5,4.959568024,2.200148962,0.063634419,44452.79204
511100338,Single-Unit Residential,Residential,166.9442514,53.0694144,498060.0234,7667169.413,5,4.775169373,3.145771502,0.028603377,149462.7216
511100339,Single-Unit Residential,Residential,157.6950804,50.86620504,498092.5359,7667163.57,5,8.382852554,3.100193543,0.053158618,131609.7344
511100340,Single-Unit Residential,Residential,155.3192175,53.4974268,498069.5036,7667149.757,7,5.94171524,2.903302584,0.038254862,153108.2806
511100741,Single-Unit Residential,Residential,27.81184177,21.15070761,498173.6034,7667248.048,5,5.331119537,1.314936705,0.191685239,9461.820493
511100742,Single-Unit Residential,Residential,142.0932131,48.07274558,497975.734,7667316.287,5,3.717079163,2.955795668,0.026159442,111095.5799
511100743,Commercial,Commercial,51.41665218,28.69233689,497992.2924,7667346.48,5,0.136118889,1.791999459,0.00264737,23620.97198
511100746,Commercial,Commercial,390.0932457,81.1172205,498007.4061,7667307.532,5,1.262225151,4.809006562,0.003235701,533751.5916
511100747,Single-Unit Residential,Residential,91.02391614,38.19438639,498038.7022,7667308.302,5,2.389182091,2.383175245,0.02624785,55718.39682
511100749,Single-Unit Residential,Residential,120.1112632,44.13505484,498053.2697,7667289.481,5,2.597986221,2.721448147,0.02162983,85970.80865
511100752,Single-Unit Residential,Residential,100.5169547,40.35320797,498113.9543,7667272.937,5,3.04224205,2.490928472,0.030265959,65710.41301
511100753,Commercial,Commercial,209.2182866,80.9215323,498174.4341,7667315.411,11,4.251464844,2.585446428,0.020320713,529898.0159
511100754,Single-Unit Residential,Residential,235.5083605,69.86985604,498210.1619,7667323.725,9,5.983411789,3.370671901,0.025406367,341090.4385
511100755,Multi-Unit Residential,Residential,64.04637352,32.22454346,498316.9841,7667405.995,5,3.544082642,1.987502898,0.055336195,33462.64913
511101569,Single-Unit Residential,Residential,563.7255405,103.8293185,497398.1415,7667648.244,7,9.830591202,5.429348363,0.017438612,1119334.811
511101570,Multi-Unit Residential,Residential,347.3321344,75.34679685,497433.9173,7667649.251,5,2.875024796,4.609779698,0.008277451,427754.2988
511101571,Single-Unit Residential,Residential,189.4120336,75.37384186,497441.2091,7667613.571,15,3.608171463,2.512967747,0.019049325,428215.0792
511101573,Single-Unit Residential,Residential,154.0523729,51.86362853,497442.5708,7667582.26,8,3.788444519,2.970335421,0.024591926,139504.6533
511101575,Multi-Unit Residential,Residential,607.4434762,106.7986321,497322.5232,7667703.891,5,12.57621574,5.687745849,0.020703516,1218139.624
511101576,Multi-Unit Residential,Residential,293.9423505,73.54591372,497354.5476,7667880.741,5,4.356722832,3.996718997,0.014821691,397809.9521
511101577,Single-Unit Residential,Residential,260.0946608,66.43677579,497351.978,7667928.84,5,8.109865189,3.914919978,0.031180437,293241.6424
511101578,Single-Unit Residential,Residential,141.6771419,48.04400203,497340.1002,7668064.049,5,1.356901169,2.948903836,0.009577418,110896.421
511101580,Single-Unit Residential,Residential,168.9419368,52.04076176,497269.9228,7667922.338,5,2.523550034,3.24633866,0.014937381,140938.9187
511101582,Single-Unit Residential,Residential,176.3005763,58.15700742,497316.5846,7667881.711,9,2.255815506,3.031458875,0.012795282,196700.8121
511101583,Garage,Residential,53.59911321,29.43651795,497301.387,7667885.353,5,2.45051384,1.820837414,0.045719298,25506.99562
511101584,Single-Unit Residential,Residential,155.4790915,50.00824631,497314.5413,7667849.539,5,2.252166748,3.109069064,0.014485335,125061.8575
511101585,Single-Unit Residential,Residential,165.7123194,51.57926204,497319.5026,7667801.211,5,3.728897095,3.212770266,0.022502232,137222.5144
511101586,Single-Unit Residential,Residential,152.7810006,49.46777341,497321.8159,7667769.038,5,3.718988419,3.088495603,0.024341956,121050.6396
511160499,Single-Unit Residential,Residential,144.7742833,50.79515184,497240.1957,7667921.545,7,2.638948441,2.850159475,0.018228019,131058.9815
511160500,Single-Unit Residential,Residential,174.4767305,52.91870403,497304.509,7667922.975,5,0.233192444,3.297071114,0.001336525,148192.9692
511160501,Single-Unit Residential,Residential,215.5161339,73.25119771,497393.2223,7667936.611,9,5.382801056,2.942151673,0.024976325,393046.7326
511160502,Single-Unit Residential,Residential,245.0398085,62.67485031,497447.9203,7667934.59,5,2.7458992,3.909699143,0.011205931,246195.3897
511160503,Single-Unit Residential,Residential,263.2123833,76.84693509,497476.3359,7667942.163,9,8.333496094,3.425151348,0.03166073,453815.8429
511160504,Multi-Unit Residential,Residential,436.201996,93.60322725,497515.5618,7667941.152,5,5.849663734,4.660117058,0.013410447,820110.6803
511160505,Multi-Unit Residential,Residential,464.6236859,106.5008053,497440.9711,7667870.177,5,7.295027733,4.362630727,0.015700938,1207977.028
511160507,Single-Unit Residential,Residential,163.1996476,51.35239625,497474.5847,7667851.593,5,1.616480827,3.178033733,0.009904928,135419.7918
511160509,Multi-Unit Residential,Residential,631.1887205,111.0814924,497567.4133,7667948.119,5,8.356616974,5.682213182,0.01323949,1370645.416
511160510,Multi-Unit Residential,Residential,574.6210865,104.1661802,497620.5822,7667952.85,5,5.123839378,5.516388195,0.008916901,1130264.834
511160511,Single-Unit Residential,Residential,220.2216944,65.31888626,497673.2341,7667956.26,7,1.173070908,3.371485752,0.005326773,278686.745
511160512,Single-Unit Residential,Residential,208.2862836,64.18499532,497674.5086,7667914.242,9,2.271139145,3.245093071,0.01090393,264423.7997
511160513,Multi-Unit Residential,Residential,191.0634107,60.66419184,497701.0544,7667915.886,9,2.25592041,3.14952536,0.011807182,223252.9721
511160514,Multi-Unit Residential,Residential,298.1472718,76.75741758,497623.2292,7667904.891,5,5.330952644,3.884279608,0.017880266,452231.7656
511160515,Multi-Unit Residential,Residential,341.2359572,80.32879502,497548.6586,7667898.413,5,1.931166649,4.247990488,0.005659329,518338.8454
511160516,Single-Unit Residential,Residential,187.3194963,58.63972856,497509.5949,7667892.644,5,2.322904587,3.194412745,0.012400763,201639.6124
511160517,Garage,Residential,29.17941863,22.9874835,497514.975,7667878.475,5,1.575100899,1.269361156,0.053979859,12147.14712
511160518,Single-Unit Residential,Residential,181.5764385,55.60324547,497518.2417,7667858.688,5,2.383543015,3.265572664,0.01312694,171909.7165
511160519,Multi-Unit Residential,Residential,466.7276585,104.372666,497555.5968,7667863.291,5,3.609873772,4.471742231,0.007734433,1136999.65
511160520,Single-Unit Residential,Residential,135.2671796,46.52364818,497621.7584,7667861.256,5,2.021819115,2.907492961,0.014946856,100698.1029
511160521,Single-Unit Residential,Residential,145.3512235,48.94707452,497646.3696,7667865.326,5,2.74123764,2.969558956,0.018859405,117268.1894
511160522,Single-Unit Residential,Residential,136.5226736,47.74226571,497668.5689,7667865.985,5,4.24725914,2.859576761,0.031110284,108820.0889
511160523,Single-Unit Residential,Residential,217.584449,63.76267768,497710.6939,7667871.651,7,1.806595802,3.412410786,0.008302964,259238.5838
511160524,Single-Unit Residential,Residential,94.99119491,39.4445974,497505.9885,7667642.841,5,2.068116188,2.408218138,0.021771662,61370.91282
511160525,Multi-Unit Residential,Residential,305.7694112,85.14579537,497478.0813,7667647.761,13,5.85418129,3.591127547,0.019145739,617290.5381
511160526,Single-Unit Residential,Residential,99.03605786,39.89149065,497506.9798,7667663.078,5,4.424826622,2.482636177,0.044678945,63480.56676
511160527,Multi-Unit Residential,Residential,351.6931289,75.53632568,497483.392,7667606.011,5,4.483589172,4.655947,0.012748583,430990.3703
511160528,Multi-Unit Residential,Residential,274.8092544,68.50219012,497509.6787,7667616.383,5,3.253977776,4.011685668,0.01184086,321449.9558
511160529,Single-Unit Residential,Residential,80.72281762,36.0829792,497479.9403,7667579.075,5,1.829309464,2.237143923,0.022661616,46979.36733
511160530,Multi-Unit Residential,Residential,258.7087641,66.67660907,497511.3768,7667583.238,5,1.889422417,3.880052806,0.00730328,296428.8814
511161085,Multi-Unit Residential,Residential,225.7844441,66.23445468,497469.4395,7667728.981,9,2.442827225,3.408866959,0.010819289,290570.7505
511161378,Single-Unit Residential,Residential,111.6650972,42.32305505,497498.0728,7667735.866,5,7.481847763,2.638398789,0.067002563,75810.79095
511161380,Multi-Unit Residential,Residential,214.1199387,61.42275576,497500.0051,7667703.282,5,0.903045654,3.486003453,0.004217476,231733.0043
511161382,Multi-Unit Residential,Residential,193.6947088,62.22926069,497468.6305,7667776.497,9,1.456655502,3.112598586,0.007520368,240981.6225
511161384,Multi-Unit Residential,Residential,255.751858,73.43178105,497441.6522,7667805.206,13,0.420501709,3.482849719,0.001644179,395960.7935
511161386,Single-Unit Residential,Residential,151.6596527,49.33798695,497482.403,7667810.844,5,0.984191895,3.073892188,0.006489477,120100.3512
511445664,Single-Unit Residential,Residential,138.1108974,51.76590181,498085.0393,7667470.498,9,2.973432541,2.667989788,0.021529312,138717.5318
511445665,Multi-Unit Residential,Residential,125.2961341,45.44338594,498102.8881,7667501.854,5,2.77971077,2.757191866,0.022185128,93845.19656
511445666,Garage,Residential,69.60680432,33.43124385,498106.6858,7667516.088,5,2.802116394,2.082088379,0.040256357,37364.36502
511445667,Multi-Unit Residential,Residential,401.7887385,105.3517773,498140.3025,7667502.303,5,2.153804779,3.813782252,0.00536054,1169299.058
511445668,Single-Unit Residential,Residential,156.663874,57.16593863,498075.6205,7667451.361,9,1.200080872,2.740510832,0.007660227,186815.117
511445669,Multi-Unit Residential,Residential,223.7520282,59.9009438,498112.8536,7667442.09,5,1.047592163,3.735367324,0.004681934,214931.9582
511445670,Multi-Unit Residential,Residential,225.8505838,60.14013913,498138.9069,7667461.066,5,2.102899551,3.755405077,0.009311021,217517.0404
511445672,Single-Unit Residential,Residential,91.48934256,38.73760247,498111.7601,7667542.965,5,1.844602585,2.361770908,0.020161939,58129.71772
511445673,Single-Unit Residential,Residential,90.14008223,38.02922771,498110.286,7667567.974,5,1.190364838,2.370284322,0.013205722,54998.71187
511445674,Multi-Unit Residential,Residential,231.3656224,60.90797466,498148.8837,7667548.774,5,3.20724678,3.798609685,0.013862244,225955.2701
