osm_way_id,centroid_x,centroid_y,area,perimeter,perimeter_index,detour,width,length,pnt_count,exchange,exchange_index,range,range_index,"_min:double precision(0,0)","_max:double precision(0,0)"
511847048,609556.8817,465804.7857,5516.568935,614.624422,2.337339,389.439929,109.448566,128.804705,40,3025.956602,0.548521,153.410897,1.092605,16.35598183,27.91110229
512148278,609649.9811,465765.9728,136.332486,48.206788,1.166151,48.206788,15.392718,9.434994,5,108.930978,0.79901,17.634101,1.494278,17.21051788,19.94460297
